img_emoji;word_count;count_emoji;emotion;tonality;class;clean_text
👿;7;1;anger;negative;7;ты оскорбляешь мои чувства неверующего (👿
😀;4;1;smile;positive/negative;0;ты шо ебанутый😀
😅;10;1;smile;positive/negative;0;я так уже там где-то 150 тысяч потратил... 😅
😄;6;1;smile;positive/negative;0;надо и это бросить как-то 😄
🤣;3;1;smile;positive/negative;0;через закладки 🤣
😂;5;1;smile;positive/negative;0;кто умирает?😂 пруфы
😛;5;1;no_emotion;positive/negative;3;блейзер считают полторашками.😛
😁;7;1;smile;positive/negative;0;а ты кста король отсталых педиков😁
😂;6;1;smile;positive/negative;0;следующий шаг - запрет газет 😂
😎;2;1;no_emotion;positive/negative;3;верно 😎
😂;5;1;smile;positive/negative;0;или с ноутов вытаскивают😂
😂;4;1;smile;positive/negative;0;нет акцизов ?😂
🤣;4;1;smile;positive/negative;0;а сигы нет 🤣
🙄;9;1;no_emotion;neutral/skeptical;1;итак дышать не чем всякую фуйню курят ещё 🙄
😐;6;1;no_emotion;neutral/skeptical;1;у меня 7 февраля др😐
😁;11;1;smile;positive/negative;0;это когда резко приуныл а тут и страхов очка есть😁
😄;6;1;smile;positive/negative;0;зимой в гололед актуальная тема 😄
😅;9;1;smile;positive/negative;0;будет ли работать кольцо, если сделать пирсинг? 😅
😅;9;1;smile;positive/negative;0;если нельзя сломать кольцо то можно разрезать плоть😅
🤣;8;1;smile;positive/negative;0;о да  они без этого не смогут 🤣
😢;6;1;sadness;negative;4;я тоже прослезилась 😢 сильная серия
😁;10;1;smile;positive/negative;0;но ничего страшного я думаю твой парень тебя утешил😁
🙄;10;1;no_emotion;neutral/skeptical;1;мне ненужен парень у меня есть старшая сестра.🙄
😁;11;1;smile;positive/negative;0;не я лучше игрофильм посмотрю. ну или куплинова посмотрю😁
☺;9;1;smile;positive/negative;0;сходи к холодильнику на ночь глядя и ты☺
😁;5;1;smile;positive/negative;0;это наш кашерный товарищ 😁
🤔;9;1;no_emotion;neutral/skeptical;1;нет, в другом суть это делать буш ты🤔
🤔;3;1;no_emotion;neutral/skeptical;1;хм..🤔
😭;5;1;sadness;negative;4;брат выходи за меня 😭
😜;9;1;no_emotion;positive/negative;3;ты просто с козырей зашёл им бить нечем😜
😎;3;1;no_emotion;positive/negative;3;отличная идея😎
😂;2;1;smile;positive/negative;0;четко 😂
💩;8;1;disgust;negative;8;вся лента новостей теперь в этом г💩
🙃;4;1;smile;positive/negative;0;твоих отчимов сношают🙃
🙃;11;1;smile;positive/negative;0;ну не злись ты так скоро и тебе пиздец будет🙃
😁;6;1;smile;positive/negative;0;но хороший пендаль его оживил 😁
🤗;3;1;joy;positive;2;истину глаголишь🤗
😀;10;1;smile;positive/negative;0;у тебя нет отношений, потому что ты чмо зашуганное 😀
🤣;2;1;smile;positive/negative;0;остановитесь🤣
😅;5;1;smile;positive/negative;0;проституция не есть отношения😅
🤣;5;1;smile;positive/negative;0;газелева ещё та матершюга 🤣
🤣;6;1;smile;positive/negative;0;какая газелева? она гузеева 🤣
🤣;5;1;smile;positive/negative;0;ей лучше быть газелева 🤣
😁;8;1;smile;positive/negative;0;ну ты выдал... не знать 3 😁
😅;3;1;smile;positive/negative;0;слабаки! 😅
😄;4;1;smile;positive/negative;0;я ей передам😄
😂;6;1;smile;positive/negative;0;чтоб не звенели при  беге😂
🤣;6;1;smile;positive/negative;0;ахаха охоте мешать будет точно🤣
😂;5;1;smile;positive/negative;0;оо якутск😂 сразу узнал
😍;4;1;joy;positive;2;я тебя люблю😍
🤣;5;1;smile;positive/negative;0;🤣на рельсах который ?
😁;3;1;smile;positive/negative;0;он самый😁
🤔;8;1;no_emotion;neutral/skeptical;1;с чего взяли, что кобель?!🤔
😉;2;1;smile;positive/negative;0;шаришь 😉
😊;10;1;smile;positive/negative;0;ну будешь в челябинске пиши. покажу пару местечек 😊
🤣;9;1;smile;positive/negative;0;"думаю там баннер ""команда крепче стали""🤣"
🤣;3;1;smile;positive/negative;0;хороший мальчик 🤣
😁;4;1;smile;positive/negative;0;не до сосательного😁
😛;3;1;no_emotion;positive/negative;3;как грубо 😛
❤;2;1;joy;positive;2;❤️
😊;3;1;smile;positive/negative;0;админа йобырь😊
😂;5;1;smile;positive/negative;0;набери так в вк😂
😅;9;1;smile;positive/negative;0;давно не актуально) если захочеш найти найдешь😅
😂;10;1;smile;positive/negative;0;долбаеб более тебе не сказать но повторюсь нахуй пошел 😂
😂;10;1;smile;positive/negative;0;дело в том что оно таки действительно лечит рак😂
😄;7;1;smile;positive/negative;0;зато это говно высирать время находишь😄
😀;5;1;smile;positive/negative;0;как минимум разные ингредиенты 😀
😝;7;1;no_emotion;positive/negative;3;2 почки+ поджелудочная вполне компенсируют 😝
🤣;7;1;smile;positive/negative;0;ты уже пытался открыть чтоли?🤣
🤣;3;1;smile;positive/negative;0;🤣умник бля
🤣;4;1;smile;positive/negative;0;нищеброд детектед. 🤣
😅;5;1;smile;positive/negative;0;как бармен отрицаю это😅
😄;7;1;smile;positive/negative;0;ахуеть я в ценах не шарю😄
🤣;6;1;smile;positive/negative;0;чёрный юмор, то что надо 🤣
😂;2;1;smile;positive/negative;0;точно 😂
😰;5;1;fear;negative;5;а водочка где? 😰
😄;6;1;smile;positive/negative;0;заворачиваешь как шавуху и ешь😄
😢;5;1;sadness;negative;4;я вас мысленно обнимаю 😢
😅;8;1;smile;positive/negative;0;а что с врачом на заднем плане😅
🤗;3;1;joy;positive;2;каждому своё🤗
😱;7;1;fear;negative;5;меня аж ментальный цистит скрутил снизу😱
😀;8;1;smile;positive/negative;0;😀тада у тя включено по сути)
😏;6;1;no_emotion;neutral/skeptical;1;да  прямо перед тобой позиция😏
😊;4;1;smile;positive/negative;0;лайкните аву, пожалуйста 😊
😁;2;1;smile;positive/negative;0;смотри😁
